sample_id,image_path,image_filename,image_type_raw,image_type,nregistro,nombre,nombre_normalizado,principio_activo_texto,principio_activo_normalizado,num_principios_activos,codigo_atc_original,nombre_atc_original,nivel_atc_original,atc1_codigo,atc2_codigo,atc3_codigo,atc3_nombre,atc4_codigo,atc4_nombre,atc5_codigo,atc5_nombre,macroclase_15_codigo,macroclase_15_nombre,dosis,forma_farmaceutica,forma_farmaceutica_simplificada,via_administracion,labtitular,labcomercializador,cpresc,receta,generico,comerc,clase,split
65382_pastilla_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/absorcol_10_mg_comprimidos__65382__formafarmac__0026.jpg,absorcol_10_mg_comprimidos__65382__formafarmac__0026.jpg,formafarmac,pastilla,65382,ABSORCOL 10 mg COMPRIMIDOS,absorcol 10 mg comprimidos,EZETIMIBA,ezetimiba,1,C10AX09,Ezetimiba,5,C,C10,C10A,"AGENTES MODIFICADORES DE LOS LIPIDOS, MONOFARMACOS",C10AX,Otros agentes modificadores de los lipidos,C10AX09,Ezetimiba,cardiovascular,Cardiovascular,10 mg ezetimiba,COMPRIMIDO,COMPRIMIDO,VÍA ORAL,Organon Salud S.L.,Organon Salud S.L.,Medicamento Sujeto A Prescripción Médica,True,False,True,Cardiovascular,train
60014_caja_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/acalka_1080_mg_comprimidos_de_liberacion_prolongada__60014__materialas__0027.jpg,acalka_1080_mg_comprimidos_de_liberacion_prolongada__60014__materialas__0027.jpg,materialas,caja,60014,ACALKA 1080 mg COMPRIMIDOS DE LIBERACION PROLONGADA,acalka 1080 mg comprimidos de liberacion prolongada,CITRATO POTASIO,citrato potasio,1,G04BC91,"Potasio, citrato de",5,G,G04,G04B,"OTROS PRODUCTOS DE USO UROLOGICO, INCLUYENDO ANTIESPASMODICOS",G04BC,Solventes de concreciones urinarias,G04BC91,"Potasio, citrato de",genitourinario_hormonas_sexuales,Genitourinario y hormonas sexuales,1080 mg,COMPRIMIDO DE LIBERACIÓN PROLONGADA,COMPRIMIDO LIBERACION MODIFICADA,VÍA ORAL,Ferrer Internacional S.A.,Ferrer Internacional S.A.,Medicamento Sujeto A Prescripción Médica. Tratamiento De Larga Duración,True,False,True,otros,test
60014_pastilla_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/acalka_1080_mg_comprimidos_de_liberacion_prolongada__60014__formafarmac__0028.jpg,acalka_1080_mg_comprimidos_de_liberacion_prolongada__60014__formafarmac__0028.jpg,formafarmac,pastilla,60014,ACALKA 1080 mg COMPRIMIDOS DE LIBERACION PROLONGADA,acalka 1080 mg comprimidos de liberacion prolongada,CITRATO POTASIO,citrato potasio,1,G04BC91,"Potasio, citrato de",5,G,G04,G04B,"OTROS PRODUCTOS DE USO UROLOGICO, INCLUYENDO ANTIESPASMODICOS",G04BC,Solventes de concreciones urinarias,G04BC91,"Potasio, citrato de",genitourinario_hormonas_sexuales,Genitourinario y hormonas sexuales,1080 mg,COMPRIMIDO DE LIBERACIÓN PROLONGADA,COMPRIMIDO LIBERACION MODIFICADA,VÍA ORAL,Ferrer Internacional S.A.,Ferrer Internacional S.A.,Medicamento Sujeto A Prescripción Médica. Tratamiento De Larga Duración,True,False,True,otros,test
70452_caja_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/acarbosa_tecnigen_100_mg_comprimidos__70452__materialas__0029.jpg,acarbosa_tecnigen_100_mg_comprimidos__70452__materialas__0029.jpg,materialas,caja,70452,ACARBOSA TECNIGEN 100 mg COMPRIMIDOS,acarbosa tecnigen 100 mg comprimidos,ACARBOSA,acarbosa,1,A10BF01,Acarbosa,5,A,A10,A10B,FARMACOS HIPOGLUCEMIANTES EXCLUYENDO INSULINAS,A10BF,Inhibidores de la alfa glucosidasa,A10BF01,Acarbosa,metabolismo_diabetes_nutricion,"Metabolismo, diabetes y nutrición",100 mg,COMPRIMIDO,COMPRIMIDO,VÍA ORAL,Tecnimede España Industria Farmaceutica S.A.,Tecnimede España Industria Farmaceutica S.A.,Medicamento Sujeto A Prescripción Médica. Tratamiento De Larga Duración,True,True,True,otros,val
70452_pastilla_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/acarbosa_tecnigen_100_mg_comprimidos__70452__formafarmac__0030.jpg,acarbosa_tecnigen_100_mg_comprimidos__70452__formafarmac__0030.jpg,formafarmac,pastilla,70452,ACARBOSA TECNIGEN 100 mg COMPRIMIDOS,acarbosa tecnigen 100 mg comprimidos,ACARBOSA,acarbosa,1,A10BF01,Acarbosa,5,A,A10,A10B,FARMACOS HIPOGLUCEMIANTES EXCLUYENDO INSULINAS,A10BF,Inhibidores de la alfa glucosidasa,A10BF01,Acarbosa,metabolismo_diabetes_nutricion,"Metabolismo, diabetes y nutrición",100 mg,COMPRIMIDO,COMPRIMIDO,VÍA ORAL,Tecnimede España Industria Farmaceutica S.A.,Tecnimede España Industria Farmaceutica S.A.,Medicamento Sujeto A Prescripción Médica. Tratamiento De Larga Duración,True,True,True,otros,val
70451_caja_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/acarbosa_tecnigen_50_mg_comprimidos__70451__materialas__0031.jpg,acarbosa_tecnigen_50_mg_comprimidos__70451__materialas__0031.jpg,materialas,caja,70451,ACARBOSA TECNIGEN 50 mg COMPRIMIDOS,acarbosa tecnigen 50 mg comprimidos,ACARBOSA,acarbosa,1,A10BF01,Acarbosa,5,A,A10,A10B,FARMACOS HIPOGLUCEMIANTES EXCLUYENDO INSULINAS,A10BF,Inhibidores de la alfa glucosidasa,A10BF01,Acarbosa,metabolismo_diabetes_nutricion,"Metabolismo, diabetes y nutrición",50 mg,COMPRIMIDO,COMPRIMIDO,VÍA ORAL,Tecnimede España Industria Farmaceutica S.A.,Tecnimede España Industria Farmaceutica S.A.,Medicamento Sujeto A Prescripción Médica. Tratamiento De Larga Duración,True,True,True,otros,train
70451_pastilla_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/acarbosa_tecnigen_50_mg_comprimidos__70451__formafarmac__0032.jpg,acarbosa_tecnigen_50_mg_comprimidos__70451__formafarmac__0032.jpg,formafarmac,pastilla,70451,ACARBOSA TECNIGEN 50 mg COMPRIMIDOS,acarbosa tecnigen 50 mg comprimidos,ACARBOSA,acarbosa,1,A10BF01,Acarbosa,5,A,A10,A10B,FARMACOS HIPOGLUCEMIANTES EXCLUYENDO INSULINAS,A10BF,Inhibidores de la alfa glucosidasa,A10BF01,Acarbosa,metabolismo_diabetes_nutricion,"Metabolismo, diabetes y nutrición",50 mg,COMPRIMIDO,COMPRIMIDO,VÍA ORAL,Tecnimede España Industria Farmaceutica S.A.,Tecnimede España Industria Farmaceutica S.A.,Medicamento Sujeto A Prescripción Médica. Tratamiento De Larga Duración,True,True,True,otros,train
69223_caja_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/aceclofenaco_cinfa_100_mg_comprimidos_recubiertos_con_pelicu__69223__materialas__0033.jpg,aceclofenaco_cinfa_100_mg_comprimidos_recubiertos_con_pelicu__69223__materialas__0033.jpg,materialas,caja,69223,ACECLOFENACO CINFA 100 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,aceclofenaco cinfa 100 mg comprimidos recubiertos con pelicula efg,ACECLOFENACO,aceclofenaco,1,M01AB16,Aceclofenaco,5,M,M01,M01A,PRODUCTOS ANTIINFLAMATORIOS Y ANTIRREUMATICOS NO ESTEROIDEOS,M01AB,Derivados del acido acetico y sustancias relacionadas,M01AB16,Aceclofenaco,musculoesqueletico,Musculoesquelético,100 mg,COMPRIMIDO RECUBIERTO CON PELÍCULA,COMPRIMIDO,VÍA ORAL,Laboratorios Cinfa S.A.,Laboratorios Cinfa S.A.,Medicamento Sujeto A Prescripción Médica,True,True,True,otros,train
69223_pastilla_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/aceclofenaco_cinfa_100_mg_comprimidos_recubiertos_con_pelicu__69223__formafarmac__0034.jpg,aceclofenaco_cinfa_100_mg_comprimidos_recubiertos_con_pelicu__69223__formafarmac__0034.jpg,formafarmac,pastilla,69223,ACECLOFENACO CINFA 100 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,aceclofenaco cinfa 100 mg comprimidos recubiertos con pelicula efg,ACECLOFENACO,aceclofenaco,1,M01AB16,Aceclofenaco,5,M,M01,M01A,PRODUCTOS ANTIINFLAMATORIOS Y ANTIRREUMATICOS NO ESTEROIDEOS,M01AB,Derivados del acido acetico y sustancias relacionadas,M01AB16,Aceclofenaco,musculoesqueletico,Musculoesquelético,100 mg,COMPRIMIDO RECUBIERTO CON PELÍCULA,COMPRIMIDO,VÍA ORAL,Laboratorios Cinfa S.A.,Laboratorios Cinfa S.A.,Medicamento Sujeto A Prescripción Médica,True,True,True,otros,train
79696_caja_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/aceclofenaco_stada_100_mg_comprimidos_recubiertos_con_pelicu__79696__materialas__0035.jpg,aceclofenaco_stada_100_mg_comprimidos_recubiertos_con_pelicu__79696__materialas__0035.jpg,materialas,caja,79696,ACECLOFENACO STADA 100 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,aceclofenaco stada 100 mg comprimidos recubiertos con pelicula efg,ACECLOFENACO,aceclofenaco,1,M01AB16,Aceclofenaco,5,M,M01,M01A,PRODUCTOS ANTIINFLAMATORIOS Y ANTIRREUMATICOS NO ESTEROIDEOS,M01AB,Derivados del acido acetico y sustancias relacionadas,M01AB16,Aceclofenaco,musculoesqueletico,Musculoesquelético,100 mg,COMPRIMIDO RECUBIERTO CON PELÍCULA,COMPRIMIDO,VÍA ORAL,Laboratorio Stada S.L.,Laboratorio Stada S.L.,Medicamento Sujeto A Prescripción Médica,True,True,True,otros,test
79696_pastilla_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/aceclofenaco_stada_100_mg_comprimidos_recubiertos_con_pelicu__79696__formafarmac__0036.jpg,aceclofenaco_stada_100_mg_comprimidos_recubiertos_con_pelicu__79696__formafarmac__0036.jpg,formafarmac,pastilla,79696,ACECLOFENACO STADA 100 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,aceclofenaco stada 100 mg comprimidos recubiertos con pelicula efg,ACECLOFENACO,aceclofenaco,1,M01AB16,Aceclofenaco,5,M,M01,M01A,PRODUCTOS ANTIINFLAMATORIOS Y ANTIRREUMATICOS NO ESTEROIDEOS,M01AB,Derivados del acido acetico y sustancias relacionadas,M01AB16,Aceclofenaco,musculoesqueletico,Musculoesquelético,100 mg,COMPRIMIDO RECUBIERTO CON PELÍCULA,COMPRIMIDO,VÍA ORAL,Laboratorio Stada S.L.,Laboratorio Stada S.L.,Medicamento Sujeto A Prescripción Médica,True,True,True,otros,test
64658_caja_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/aceoto_plus_3_mg_ml_0_25_mg_ml_gotas_oticas_en_solucion__64658__materialas__0037.jpg,aceoto_plus_3_mg_ml_0_25_mg_ml_gotas_oticas_en_solucion__64658__materialas__0037.jpg,materialas,caja,64658,"ACEOTO PLUS 3 mg/ml + 0,25 mg/ml GOTAS ÓTICAS EN SOLUCIÓN",aceoto plus 3 mg ml 0 25 mg ml gotas oticas en solucion,FLUOCINOLONA ACETONIDO + CIPROFLOXACINO HIDROCLORURO,fluocinolona acetonido + ciprofloxacino hidrocloruro,2,S02CA05,"Fluocinolona, acetonido y antiinfecciosos",5,S,S02,S02C,CORTICOSTEROIDES Y ANTIINFECCIOSOS EN COMBINACION,S02CA,Corticosteroides y antiinfecciosos en combinacion,S02CA05,"Fluocinolona, acetonido y antiinfecciosos",organos_sentidos,Órganos de los sentidos,"0,25 mg / 3,49 mg",GOTAS ÓTICAS EN SOLUCIÓN,LÍQUIDO OTICO,VÍA ÓTICA,Zambon S.A.U.,Zambon S.A.U.,Medicamento Sujeto A Prescripción Médica,True,False,True,otros,train
64658_pastilla_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/aceoto_plus_3_mg_ml_0_25_mg_ml_gotas_oticas_en_solucion__64658__formafarmac__0038.jpg,aceoto_plus_3_mg_ml_0_25_mg_ml_gotas_oticas_en_solucion__64658__formafarmac__0038.jpg,formafarmac,pastilla,64658,"ACEOTO PLUS 3 mg/ml + 0,25 mg/ml GOTAS ÓTICAS EN SOLUCIÓN",aceoto plus 3 mg ml 0 25 mg ml gotas oticas en solucion,FLUOCINOLONA ACETONIDO + CIPROFLOXACINO HIDROCLORURO,fluocinolona acetonido + ciprofloxacino hidrocloruro,2,S02CA05,"Fluocinolona, acetonido y antiinfecciosos",5,S,S02,S02C,CORTICOSTEROIDES Y ANTIINFECCIOSOS EN COMBINACION,S02CA,Corticosteroides y antiinfecciosos en combinacion,S02CA05,"Fluocinolona, acetonido y antiinfecciosos",organos_sentidos,Órganos de los sentidos,"0,25 mg / 3,49 mg",GOTAS ÓTICAS EN SOLUCIÓN,LÍQUIDO OTICO,VÍA ÓTICA,Zambon S.A.U.,Zambon S.A.U.,Medicamento Sujeto A Prescripción Médica,True,False,True,otros,train
61791_caja_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/aceoto_3_mg_ml_gotas_oticas_en_solucion__61791__materialas__0039.jpg,aceoto_3_mg_ml_gotas_oticas_en_solucion__61791__materialas__0039.jpg,materialas,caja,61791,ACEOTO 3 MG/ML GOTAS ÓTICAS EN SOLUCIÓN,aceoto 3 mg ml gotas oticas en solucion,CIPROFLOXACINO,ciprofloxacino,1,S02AA15,Ciprofloxacino,5,S,S02,S02A,ANTIINFECCIOSOS,S02AA,Antiinfecciosos,S02AA15,Ciprofloxacino,organos_sentidos,Órganos de los sentidos,3 mg/ml,GOTAS ÓTICAS EN SOLUCIÓN,LÍQUIDO OTICO,VÍA ÓTICA,Zambon S.A.U.,Zambon S.A.U.,Medicamento Sujeto A Prescripción Médica,True,False,True,otros,val
61791_pastilla_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/aceoto_3_mg_ml_gotas_oticas_en_solucion__61791__formafarmac__0040.jpg,aceoto_3_mg_ml_gotas_oticas_en_solucion__61791__formafarmac__0040.jpg,formafarmac,pastilla,61791,ACEOTO 3 MG/ML GOTAS ÓTICAS EN SOLUCIÓN,aceoto 3 mg ml gotas oticas en solucion,CIPROFLOXACINO,ciprofloxacino,1,S02AA15,Ciprofloxacino,5,S,S02,S02A,ANTIINFECCIOSOS,S02AA,Antiinfecciosos,S02AA15,Ciprofloxacino,organos_sentidos,Órganos de los sentidos,3 mg/ml,GOTAS ÓTICAS EN SOLUCIÓN,LÍQUIDO OTICO,VÍA ÓTICA,Zambon S.A.U.,Zambon S.A.U.,Medicamento Sujeto A Prescripción Médica,True,False,True,otros,val
62389_caja_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/acetilcisteina_bexal_200_mg_polvo_para_solucion_oral_efg__62389__materialas__0041.jpg,acetilcisteina_bexal_200_mg_polvo_para_solucion_oral_efg__62389__materialas__0041.jpg,materialas,caja,62389,ACETILCISTEÍNA BEXAL 200 mg POLVO PARA SOLUCIÓN ORAL EFG,acetilcisteina bexal 200 mg polvo para solucion oral efg,ACETILCISTEINA,acetilcisteina,1,R05CB01,Acetilcisteina,5,R,R05,R05C,"EXPECTORANTES, EXCLUYENDO COMBINACIONES CON SUPRESORES DE LA TOS",R05CB,Mucoliticos,R05CB01,Acetilcisteina,respiratorio,Respiratorio,200 mg,POLVO PARA SOLUCIÓN ORAL,SOLUCIÓN/SUSPENSIÓN ORAL,VÍA ORAL,Bexal Farmaceutica S.A.,Bexal Farmaceutica S.A.,Medicamento Sujeto A Prescripción Médica,True,True,True,Respiratorio,train
62389_pastilla_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/acetilcisteina_bexal_200_mg_polvo_para_solucion_oral_efg__62389__formafarmac__0042.jpg,acetilcisteina_bexal_200_mg_polvo_para_solucion_oral_efg__62389__formafarmac__0042.jpg,formafarmac,pastilla,62389,ACETILCISTEÍNA BEXAL 200 mg POLVO PARA SOLUCIÓN ORAL EFG,acetilcisteina bexal 200 mg polvo para solucion oral efg,ACETILCISTEINA,acetilcisteina,1,R05CB01,Acetilcisteina,5,R,R05,R05C,"EXPECTORANTES, EXCLUYENDO COMBINACIONES CON SUPRESORES DE LA TOS",R05CB,Mucoliticos,R05CB01,Acetilcisteina,respiratorio,Respiratorio,200 mg,POLVO PARA SOLUCIÓN ORAL,SOLUCIÓN/SUSPENSIÓN ORAL,VÍA ORAL,Bexal Farmaceutica S.A.,Bexal Farmaceutica S.A.,Medicamento Sujeto A Prescripción Médica,True,True,True,Respiratorio,train
62390_caja_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/acetilcisteina_bexal_600_mg_comprimidos_efervescentes_efg__62390__materialas__0043.jpg,acetilcisteina_bexal_600_mg_comprimidos_efervescentes_efg__62390__materialas__0043.jpg,materialas,caja,62390,ACETILCISTEÍNA BEXAL 600 mg COMPRIMIDOS EFERVESCENTES EFG,acetilcisteina bexal 600 mg comprimidos efervescentes efg,ACETILCISTEINA,acetilcisteina,1,R05CB01,Acetilcisteina,5,R,R05,R05C,"EXPECTORANTES, EXCLUYENDO COMBINACIONES CON SUPRESORES DE LA TOS",R05CB,Mucoliticos,R05CB01,Acetilcisteina,respiratorio,Respiratorio,600 mg,COMPRIMIDO EFERVESCENTE,COMPRIMIDO EFERVESCENTE,VÍA ORAL,Bexal Farmaceutica S.A.,Bexal Farmaceutica S.A.,Medicamento Sujeto A Prescripción Médica,True,True,True,Respiratorio,train
62390_pastilla_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/acetilcisteina_bexal_600_mg_comprimidos_efervescentes_efg__62390__formafarmac__0044.jpg,acetilcisteina_bexal_600_mg_comprimidos_efervescentes_efg__62390__formafarmac__0044.jpg,formafarmac,pastilla,62390,ACETILCISTEÍNA BEXAL 600 mg COMPRIMIDOS EFERVESCENTES EFG,acetilcisteina bexal 600 mg comprimidos efervescentes efg,ACETILCISTEINA,acetilcisteina,1,R05CB01,Acetilcisteina,5,R,R05,R05C,"EXPECTORANTES, EXCLUYENDO COMBINACIONES CON SUPRESORES DE LA TOS",R05CB,Mucoliticos,R05CB01,Acetilcisteina,respiratorio,Respiratorio,600 mg,COMPRIMIDO EFERVESCENTE,COMPRIMIDO EFERVESCENTE,VÍA ORAL,Bexal Farmaceutica S.A.,Bexal Farmaceutica S.A.,Medicamento Sujeto A Prescripción Médica,True,True,True,Respiratorio,train
66460_caja_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/acetilcisteina_cinfa_100_mg_polvo_para_solucion_oral_efg__66460__materialas__0045.jpg,acetilcisteina_cinfa_100_mg_polvo_para_solucion_oral_efg__66460__materialas__0045.jpg,materialas,caja,66460,ACETILCISTEINA CINFA 100 mg POLVO PARA SOLUCION ORAL EFG,acetilcisteina cinfa 100 mg polvo para solucion oral efg,ACETILCISTEINA,acetilcisteina,1,R05CB01,Acetilcisteina,5,R,R05,R05C,"EXPECTORANTES, EXCLUYENDO COMBINACIONES CON SUPRESORES DE LA TOS",R05CB,Mucoliticos,R05CB01,Acetilcisteina,respiratorio,Respiratorio,100 mg,POLVO PARA SOLUCIÓN ORAL,SOLUCIÓN/SUSPENSIÓN ORAL,VÍA ORAL,Laboratorios Cinfa S.A.,Laboratorios Cinfa S.A.,Medicamento Sujeto A Prescripción Médica,True,True,True,Respiratorio,train
66460_pastilla_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/acetilcisteina_cinfa_100_mg_polvo_para_solucion_oral_efg__66460__formafarmac__0046.jpg,acetilcisteina_cinfa_100_mg_polvo_para_solucion_oral_efg__66460__formafarmac__0046.jpg,formafarmac,pastilla,66460,ACETILCISTEINA CINFA 100 mg POLVO PARA SOLUCION ORAL EFG,acetilcisteina cinfa 100 mg polvo para solucion oral efg,ACETILCISTEINA,acetilcisteina,1,R05CB01,Acetilcisteina,5,R,R05,R05C,"EXPECTORANTES, EXCLUYENDO COMBINACIONES CON SUPRESORES DE LA TOS",R05CB,Mucoliticos,R05CB01,Acetilcisteina,respiratorio,Respiratorio,100 mg,POLVO PARA SOLUCIÓN ORAL,SOLUCIÓN/SUSPENSIÓN ORAL,VÍA ORAL,Laboratorios Cinfa S.A.,Laboratorios Cinfa S.A.,Medicamento Sujeto A Prescripción Médica,True,True,True,Respiratorio,train
66459_caja_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/acetilcisteina_cinfa_200_mg_polvo_para_solucion_oral_efg__66459__materialas__0047.jpg,acetilcisteina_cinfa_200_mg_polvo_para_solucion_oral_efg__66459__materialas__0047.jpg,materialas,caja,66459,ACETILCISTEINA CINFA 200 mg POLVO PARA SOLUCION ORAL EFG,acetilcisteina cinfa 200 mg polvo para solucion oral efg,ACETILCISTEINA,acetilcisteina,1,R05CB01,Acetilcisteina,5,R,R05,R05C,"EXPECTORANTES, EXCLUYENDO COMBINACIONES CON SUPRESORES DE LA TOS",R05CB,Mucoliticos,R05CB01,Acetilcisteina,respiratorio,Respiratorio,200 mg,POLVO PARA SOLUCIÓN ORAL,SOLUCIÓN/SUSPENSIÓN ORAL,VÍA ORAL,Laboratorios Cinfa S.A.,Laboratorios Cinfa S.A.,Medicamento Sujeto A Prescripción Médica,True,True,True,Respiratorio,train
66459_pastilla_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/acetilcisteina_cinfa_200_mg_polvo_para_solucion_oral_efg__66459__formafarmac__0048.jpg,acetilcisteina_cinfa_200_mg_polvo_para_solucion_oral_efg__66459__formafarmac__0048.jpg,formafarmac,pastilla,66459,ACETILCISTEINA CINFA 200 mg POLVO PARA SOLUCION ORAL EFG,acetilcisteina cinfa 200 mg polvo para solucion oral efg,ACETILCISTEINA,acetilcisteina,1,R05CB01,Acetilcisteina,5,R,R05,R05C,"EXPECTORANTES, EXCLUYENDO COMBINACIONES CON SUPRESORES DE LA TOS",R05CB,Mucoliticos,R05CB01,Acetilcisteina,respiratorio,Respiratorio,200 mg,POLVO PARA SOLUCIÓN ORAL,SOLUCIÓN/SUSPENSIÓN ORAL,VÍA ORAL,Laboratorios Cinfa S.A.,Laboratorios Cinfa S.A.,Medicamento Sujeto A Prescripción Médica,True,True,True,Respiratorio,train
67763_caja_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/acetilcisteina_cinfa_600_mg_comprimidos_efervescentes_efg__67763__materialas__0049.jpg,acetilcisteina_cinfa_600_mg_comprimidos_efervescentes_efg__67763__materialas__0049.jpg,materialas,caja,67763,ACETILCISTEINA CINFA 600 mg COMPRIMIDOS EFERVESCENTES EFG,acetilcisteina cinfa 600 mg comprimidos efervescentes efg,ACETILCISTEINA,acetilcisteina,1,R05CB01,Acetilcisteina,5,R,R05,R05C,"EXPECTORANTES, EXCLUYENDO COMBINACIONES CON SUPRESORES DE LA TOS",R05CB,Mucoliticos,R05CB01,Acetilcisteina,respiratorio,Respiratorio,600 mg,COMPRIMIDO EFERVESCENTE,COMPRIMIDO EFERVESCENTE,VÍA ORAL,Laboratorios Cinfa S.A.,Laboratorios Cinfa S.A.,Medicamento Sujeto A Prescripción Médica,True,True,True,Respiratorio,train
67763_pastilla_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/acetilcisteina_cinfa_600_mg_comprimidos_efervescentes_efg__67763__formafarmac__0050.jpg,acetilcisteina_cinfa_600_mg_comprimidos_efervescentes_efg__67763__formafarmac__0050.jpg,formafarmac,pastilla,67763,ACETILCISTEINA CINFA 600 mg COMPRIMIDOS EFERVESCENTES EFG,acetilcisteina cinfa 600 mg comprimidos efervescentes efg,ACETILCISTEINA,acetilcisteina,1,R05CB01,Acetilcisteina,5,R,R05,R05C,"EXPECTORANTES, EXCLUYENDO COMBINACIONES CON SUPRESORES DE LA TOS",R05CB,Mucoliticos,R05CB01,Acetilcisteina,respiratorio,Respiratorio,600 mg,COMPRIMIDO EFERVESCENTE,COMPRIMIDO EFERVESCENTE,VÍA ORAL,Laboratorios Cinfa S.A.,Laboratorios Cinfa S.A.,Medicamento Sujeto A Prescripción Médica,True,True,True,Respiratorio,train
